"x1";"x2";"x3";"x5";"x6";"x7";"x9";"x10";"x11";"x12";"x13";"x14";"x15";"x17";"x18";"x19";"x20";"x21";"x22";"x23";"x25";"x26";"x27";"x28";"x32";"x33";"x34";"x35";"x36";"x37";"x39";"x40";"x41";"x42";"x43";"x44";"x45";"x46";"x51";"x52";"x53";"x54";"x59";"x60";"x61";"x62";"x63";"x64";"x65";"x66";"x67";"x70";"x71";"x72";"x74"
7,04963915734885;28,5284970443651;36,2725654090311;-12,568299990124;1,95819552340019;-34,1101192987756;-31,3147487900493;45,6825901506079;-18,4189577499934;-0,361274440372088;11,6921561929805;1;-25,0958918198472;3;-0,540760997353199;15,4937322162998;-90,3474576724952;-16,4462252075275;-19,4193893166833;21,1065591525864;78,8137479345204;2,03932048651589;-13,6341722169744;-68,7940183627365;-9,92809511205786;2,20827347810739;-12,7876699971751;-1,31662660544144;-1,53752734495133;0,781346761537467;-26,6832198747698;-0,681233362310356;88,536673868475;39,6597719720398;-7,27430141110857;6,40244327133039;28,0923379612474;-1,2055995657986;1;-7,64332469535629;8,42780882945605;-8,93870244044353;-74,1497790571318;-15,6473665713821;6;-18,5788509490814;0;13,6742909220637;-39,947136060068;20,7930366841173;28,6829890528736;-15,8923591221997;16,897549333893;-4,1574704999762;20,6381560625077
-13,4075951531561;-24,666647203629;-112,159406535594;-38,4175160368334;-93,348863976773;-57,3479174233164;13,710056175834;0,862955655007121;-20,4679143149077;0,179716565753612;13,1807211316302;1;-33,8827172092201;4;-0,677370521810223;-9,67021287911844;-174,691027106209;3,81552378318225;-4,5768161657723;5,66616252026839;47,5300120031179;-3,77171377417518;20,7651685283006;7,5273827772874;-22,5752881735394;14,6513243215509;35,2947663877464;-3,88819687889321;3,70942308133742;8,02757056117223;20,1048027407457;0,184882564237745;-74,1077107832298;32,3625345183647;-32,4287508787371;2,91739714492519;8,87611060210015;-40,3444940088991;0;6,34432996561922;-37,8646933931172;-1,71504296105287;102,580362177433;15,3216091336929;6;-35,8050102464686;1;-16,9898268825246;-54,3369082921444;18,20093437609;-5,95337678765824;15,3330629121794;-28,6002678026875;-54,7992349900831;-2,03777797604148
-23,2344015969608;94,2932571361603;-169,778958818391;49,5727080155477;5,55860446028698;-49,8798558661961;9,51831719662319;10,1586220986284;-23,49913984003;-0,305157428996187;-5,003922516724;1;-38,7917998536086;3;-0,622741362890523;1,58238581842424;-52,119984888899;7,88515674029116;6,29754153134909;31,3823103716087;17,0921575915495;0,389375484610022;0,499764964349283;-76,0796255536169;10,2367191458217;3,98180919399514;16,3564496365445;-3,95693168219119;-5,99929339130772;-0,581290497502184;-8,37016505961473;-0,354874416649742;-56,1247037218306;146,077140845691;-24,5659661781767;4,7558797658876;-16,4914601800702;-35,8310700891631;0;-15,3984938866801;2,04357422313558;-7,99790459529834;-112,737799714942;-12,8122811062645;4;56,8442035168738;1;50,1479262402098;-24,4110008458511;-8,42421572494991;-8,22190424882263;-10,6746132571606;19,0805832593897;-99,2976586657559;3,78591718786334
-11,8496400939727;22,7925207229906;8,58698918746135;-11,6320892439805;-38,7401217752577;-43,1472432271956;-25,4669600154589;64,0260556388968;-38,2320107453287;-0,0817669066897428;-15,391922746382;1;7,87361106187609;2;1,79773354928036;-4,91987330264264;81,8234941319229;-23,4889037088643;0,528745765336007;-5,85913017231004;-21,1031155099898;-5,72691316793706;-12,0821381766339;16,9145351922223;-10,9170203308375;-3,00472724961862;-6,36110926695942;0,552697762053752;-1,78185344772075;-7,23140998215421;47,6160308009084;-0,272861484361608;-143,025139615147;-8,91202531966233;4,65677548360564;3,18298124316033;81,1123370287072;-3,69610107919987;0;-13,1422324926856;-33,5596154533911;18,0171720324137;-79,6193197532667;-9,35498524690629;5;-0,970618548417802;0;19,7137243349524;54,7606261108741;17,4860906573698;-5,32503845588005;-11,2839442417513;14,3223476113578;-81,6506908499392;-1,51837274252976
13,4190652747873;27,981897209686;19,9691262947197;47,0031589648089;48,9616729398965;44,0997355756391;3,37919599879041;-49,3003009043814;29,6013343405804;-0,595655237013994;5,46767678908626;0;43,2045530607088;3;1,52523616036083;1,37373801153226;-41,6561981705839;11,8742070894478;10,5621954073749;6,94085695764309;26,2581812857957;3,78570191186247;-41,608553828094;-91,4135877648251;22,4002327571139;-11,9537216120047;-21,095747362571;-4,0200223327353;-4,67221528793475;-11,0661270671203;12,7200445651488;-1,21262213319451;-56,0795918676097;4,50851551260224;17,9496608006369;6,15539013397603;-51,2722927808184;0,477619089755944;1;0,744857429585245;16,1814594806468;-21,8373909315469;-104,049535214454;-9,49897226607194;6;63,6838080047184;1;-42,2237401274735;54,4668712259745;-5,2464486451228;0,380653230301977;40,0894844239665;34,3470171677858;-20,2993243829655;2,17403213899454
-15,8533731836994;-46,3425717733661;39,8149903260842;22,800983059267;-84,8213091622806;-23,7860942657922;13,7856777402304;23,851705521462;-6,05931470488629;-0,0761699626957105;5,62592655998832;1;-30,3734336341861;4;0,821351046443381;5,96862208362279;-23,0833404447181;4,22248465462581;2,94037889634583;31,9563634534143;61,9304100158237;-6,76769776082841;-7,20406569063682;82,3388622466392;-14,3100720232087;5,85699417544796;6,99115919199438;0,0412470868660608;0,381260211741751;14,7157184581634;25,6597282321278;-0,189838784570651;23,5225827594779;-59,006948331493;-21,6562102905969;3,80100545490594;87,1821322125176;-15,3407898095664;0;16,7004397217095;-35,7145650907828;6,06626792543471;-44,4960356322139;-5,50397062725683;6;-16,6747877525229;1;-22,6367727413869;-11,9229477080563;38,9230817366053;-11,1431218306602;-32,7932651592319;-24,0001093422698;2,89011459812165;10,6021178426995
3,23862038668513;104,832032992475;-50,9658657143919;-45,9282590036197;-76,9916495624528;-90,9482306529697;-3,3491648872928;31,9578757745967;21,8696743786688;0,0659455020597299;-17,4943115463504;1;40,509926227855;2;0,448368260379924;7,15673364979344;5,00644967457457;-19,0117633595795;-4,34293284841494;-4,93267175250975;-58,0494959690051;-2,85435883733355;-10,3971785404443;-65,0732383317221;14,1934018919259;-3,15727214539186;-3,40795427753071;-3,71352350130851;-11,8889932483805;2,78644170254549;59,0658609968954;-0,417885851713698;-36,5467683285145;-149,973981787158;21,8165923079193;-2,17590336762853;22,2202752258484;-16,1834257437767;1;10,0822787922389;-10,7203540752084;12,8313010758141;-127,344066956466;-0,90115335950582;6;0,720346843884281;1;-43,8300120998165;-3,66125924962672;15,3191043210225;-38,6323069947301;4,08354997757977;-15,4343195376741;-2,5041880335094;13,5161757089384
0,854868761210362;31,6462982492624;75,4281436973428;-23,6306329677289;-98,7102610827011;2,63593475640339;-22,7906044857399;56,4826566960729;28,7003350631713;0,493469708975567;-10,6168278374775;0;-1,93928548582986;4;0,740694105947841;26,388394991728;-68,6660353894278;-0,63105930627768;7,81589894843676;-8,67051637629441;-18,1710972122163;0,862981334305931;57,4673611703573;128,59294400323;3,67659028611867;-3,17369733101502;14,2870277011911;0,875248325919231;2,7214702360367;-9,67668355785438;49,782178589522;-0,10809753906066;94,827188746373;-33,5391845801044;-38,6310866912027;2,10489575657105;14,0272424091878;16,2171753074619;0;11,3699540447385;-15,1750215983058;-7,47713035018791;128,268508452336;7,33108400090368;12;-65,6363202069318;1;-30,6599803160322;0,0131654588935354;35,4443445672227;3,54730296577067;12,4613003564027;-48,3903985072319;-88,4827202362597;-7,86275885010494
4,96814103135724;-12,4615190318981;-84,1806819106586;-62,6785964973974;-57,8433114837813;14,8140215464443;-14,6125967241906;-20,8621828879819;16,6910535279616;0,0738280781827959;6,22296206765027;1;-34,8752839306584;5;0,32897821060748;-13,1033090143323;-408,591605994453;25,0102634484137;-10,9095675632956;18,229761907237;22,6317315788515;-7,20048714836129;-80,911742110614;-17,3876225826931;-62,2259312453033;12,0670123064421;27,2325674223469;0,387293419887666;6,44534415937385;-6,61370522404174;12,1146164430916;-0,0864215565949847;-68,8976561771254;36,4037794426169;7,60482532255951;0,608652283107197;56,90944325267;-24,8011583669845;0;-9,32500729511774;-80,4874201009952;4,45870663164027;-9,3387430738104;13,7549793293616;8;30,8748697299198;0;11,1289763460034;-63,7129791056075;-19,9402872851685;77,7325015318086;-30,6172467563297;23,6666127145725;-56,7015271334586;6,57079130801358
-10,5352744010508;-29,4448982040296;102,608257797867;21,4423966528697;-74,0488319565735;-17,3575900410913;-15,2085665857942;45,5126724785048;-8,72250614602739;-0,494534758453306;14,0622108848075;1;2,52232333011069;4;0,118857231233515;25,1672488117815;154,480578561781;-22,9833467896993;-16,0490421139487;4,25157119902176;84,2249509809672;-2,61748934276642;26,9776900155313;168,914698027881;-59,0351119055923;14,6851308792031;-9,34267698911396;3,91931459974519;0,425050145312112;11,3085392975504;-12,8969744364217;0,176983823881975;81,4961211485659;-49,688800391755;3,03616824750204;3,01989674450631;86,7145432691935;16,9591184356233;0;-6,315492495617;14,4805401886302;-0,888361901879638;159,87645886894;-0,991751131387593;9;-87,5516362565184;0;-15,1355205216437;13,3815619504936;33,8623589962646;12,3293148199358;19,072217116424;-20,5438893049435;97,0409650077039;-9,57693007788707
